case_id,case_type
1064,單純原被告各一
1065,單純原被告各一
1066,單純原被告各一
1067,單純原被告各一
1068,單純原被告各一
1069,單純原被告各一
1070,數名原告
1071,單純原被告各一
1072,數名被告+§188僱用人案型
1073,單純原被告各一
1074,單純原被告各一
1075,單純原被告各一
1076,單純原被告各一
1077,單純原被告各一
1078,單純原被告各一+§188僱用人案型
1079,單純原被告各一
1080,單純原被告各一
1081,單純原被告各一
1082,數名被告+§188僱用人案型
1083,單純原被告各一
1084,單純原被告各一+§188僱用人案型
1085,數名被告+§188僱用人案型
1086,單純原被告各一
1087,單純原被告各一
1088,單純原被告各一
1089,單純原被告各一
1090,單純原被告各一
1091,單純原被告各一
1092,單純原被告各一
1093,單純原被告各一
1094,數名被告+§188僱用人案型
1095,單純原被告各一
1096,數名被告
1097,單純原被告各一
1098,數名被告+§188僱用人案型
1099,單純原被告各一+§188僱用人案型
1100,單純原被告各一
1101,單純原被告各一
1102,單純原被告各一
1103,數名被告
1104,數名被告+§188僱用人案型
1105,數名原告
1106,數名原告
1107,單純原被告各一
1108,單純原被告各一
1109,單純原被告各一
1110,單純原被告各一
1111,單純原被告各一
1112,單純原被告各一
1113,單純原被告各一
1114,單純原被告各一
1115,單純原被告各一
1116,單純原被告各一
1117,單純原被告各一
1118,原被告皆數名+§188僱用人案型
1119,單純原被告各一
1120,單純原被告各一
1121,單純原被告各一
1122,單純原被告各一
1123,單純原被告各一
1124,單純原被告各一
1125,單純原被告各一
1126,單純原被告各一
1127,單純原被告各一
1128,單純原被告各一
1129,單純原被告各一
1130,單純原被告各一
1131,單純原被告各一
1132,單純原被告各一
1133,單純原被告各一
1134,單純原被告各一
1135,單純原被告各一
1136,單純原被告各一
1137,單純原被告各一
1138,單純原被告各一
1139,單純原被告各一
1140,單純原被告各一
1141,單純原被告各一
1142,單純原被告各一
1143,單純原被告各一
1144,單純原被告各一
1145,單純原被告各一
1146,單純原被告各一
1147,單純原被告各一
1148,數名被告+§188僱用人案型
1149,單純原被告各一
1150,單純原被告各一
1151,單純原被告各一
1152,單純原被告各一
1153,單純原被告各一
1154,單純原被告各一
1155,單純原被告各一
1156,單純原被告各一
1157,單純原被告各一
1158,單純原被告各一
1159,單純原被告各一
1160,單純原被告各一
1161,單純原被告各一
1162,單純原被告各一
1163,數名原告
1164,單純原被告各一
1165,單純原被告各一
1166,單純原被告各一
1167,單純原被告各一
1168,單純原被告各一+§188僱用人案型
1169,單純原被告各一
1170,原被告皆數名+§188僱用人案型
1171,單純原被告各一+§187未成年案型
1172,單純原被告各一
1173,單純原被告各一
1174,單純原被告各一
1175,單純原被告各一
1176,單純原被告各一
1177,單純原被告各一
1178,單純原被告各一
1179,單純原被告各一
1180,數名原告
1181,單純原被告各一
1182,單純原被告各一
1183,單純原被告各一
1184,單純原被告各一
1185,單純原被告各一
1186,單純原被告各一+§188僱用人案型
1187,單純原被告各一
1188,單純原被告各一
1189,單純原被告各一
1190,單純原被告各一
1191,單純原被告各一
1192,單純原被告各一
1193,單純原被告各一
1194,單純原被告各一
1195,原被告皆數名
1196,單純原被告各一
1197,單純原被告各一
1198,單純原被告各一
1199,單純原被告各一
1200,單純原被告各一
1201,數名被告+§188僱用人案型
1202,單純原被告各一
1203,單純原被告各一
1204,單純原被告各一
1205,單純原被告各一
1206,單純原被告各一
1207,單純原被告各一+§188僱用人案型
1208,單純原被告各一
1209,單純原被告各一
1210,數名原告+§188僱用人案型
1211,單純原被告各一
1212,數名原告
1213,單純原被告各一
1214,單純原被告各一
1215,數名被告+§188僱用人案型
1216,單純原被告各一
1217,單純原被告各一
1218,單純原被告各一
1219,單純原被告各一
1220,單純原被告各一
1221,單純原被告各一
1222,單純原被告各一
1223,單純原被告各一
1224,單純原被告各一
1225,單純原被告各一
1226,單純原被告各一
1227,單純原被告各一
1228,單純原被告各一
1229,單純原被告各一
1230,單純原被告各一
1231,數名被告+§188僱用人案型
1232,單純原被告各一
1233,單純原被告各一
1234,單純原被告各一
1235,單純原被告各一
1236,單純原被告各一
1237,數名被告
1238,單純原被告各一
1239,單純原被告各一
1240,單純原被告各一+§187未成年案型
1241,單純原被告各一
1242,數名原告
1243,單純原被告各一
1244,單純原被告各一
1245,單純原被告各一
1246,單純原被告各一+§188僱用人案型
1247,單純原被告各一
1248,單純原被告各一
1249,單純原被告各一
1250,單純原被告各一
1251,數名被告+§188僱用人案型
1252,單純原被告各一
1253,單純原被告各一
1254,數名原告
1255,數名原告
1256,單純原被告各一
1257,單純原被告各一
1258,單純原被告各一
1259,單純原被告各一
1260,單純原被告各一
1261,單純原被告各一
1262,單純原被告各一
1263,數名原告
1264,單純原被告各一
1265,單純原被告各一
1266,單純原被告各一
1267,單純原被告各一
1268,單純原被告各一
1269,單純原被告各一
1270,數名被告+§188僱用人案型
1271,單純原被告各一
1272,單純原被告各一
1273,單純原被告各一
1274,單純原被告各一
1275,單純原被告各一
1276,單純原被告各一
1277,單純原被告各一
1278,單純原被告各一
1279,單純原被告各一+§188僱用人案型
1280,單純原被告各一
1281,單純原被告各一
1282,單純原被告各一
1283,單純原被告各一
1284,單純原被告各一
1285,單純原被告各一
1286,單純原被告各一
1287,數名原告
1288,數名原告
1289,單純原被告各一
1290,單純原被告各一+§190動物案型
1291,單純原被告各一
1292,單純原被告各一
1293,單純原被告各一
1294,數名原告
1295,單純原被告各一
1296,數名被告+§188僱用人案型
1297,單純原被告各一
1298,單純原被告各一
1299,單純原被告各一
1300,單純原被告各一
1301,單純原被告各一
1302,單純原被告各一
1303,單純原被告各一
1304,單純原被告各一
1305,單純原被告各一
1306,單純原被告各一+§188僱用人案型
1307,單純原被告各一
1308,單純原被告各一
1309,單純原被告各一+§188僱用人案型
1310,單純原被告各一
1311,單純原被告各一+§188僱用人案型
1312,單純原被告各一
1313,數名被告
1314,單純原被告各一
1315,單純原被告各一
1316,單純原被告各一
1317,單純原被告各一
1318,單純原被告各一
1319,單純原被告各一
1320,單純原被告各一
1321,單純原被告各一
1322,單純原被告各一
1323,單純原被告各一
1324,單純原被告各一
1325,單純原被告各一
1326,單純原被告各一
1327,單純原被告各一
1328,單純原被告各一
1329,單純原被告各一
1330,數名原告
1331,單純原被告各一
1332,單純原被告各一
1333,單純原被告各一
1334,單純原被告各一
1335,單純原被告各一
1336,單純原被告各一
1337,單純原被告各一
1338,單純原被告各一
1339,單純原被告各一
1340,單純原被告各一
1341,單純原被告各一
1342,數名原告+§188僱用人案型
1343,單純原被告各一
1344,單純原被告各一
1345,單純原被告各一
1346,單純原被告各一
1347,單純原被告各一
1348,單純原被告各一
1349,單純原被告各一
1350,單純原被告各一
1351,數名原告
1352,單純原被告各一
1353,單純原被告各一
1354,單純原被告各一
1355,單純原被告各一
1356,單純原被告各一+§190動物案型
1357,單純原被告各一
1358,單純原被告各一
1359,單純原被告各一
1360,單純原被告各一
1361,單純原被告各一
1362,單純原被告各一
1363,單純原被告各一
1364,單純原被告各一
1365,單純原被告各一
1366,單純原被告各一
1367,單純原被告各一
1368,單純原被告各一
1369,數名被告
1370,單純原被告各一
1371,單純原被告各一
1372,單純原被告各一
1373,單純原被告各一
1374,單純原被告各一
1375,單純原被告各一
1376,數名原告
1377,單純原被告各一
1378,單純原被告各一
1379,單純原被告各一
1380,單純原被告各一
1381,數名原告
1382,單純原被告各一
1383,單純原被告各一
1384,單純原被告各一
1385,單純原被告各一
1386,單純原被告各一
1387,單純原被告各一
1388,單純原被告各一+§188僱用人案型
1389,單純原被告各一
1390,單純原被告各一+§190動物案型
1391,單純原被告各一
1392,單純原被告各一
1393,單純原被告各一
1394,單純原被告各一
1395,單純原被告各一
1396,單純原被告各一
1397,單純原被告各一
1398,數名原告
1399,單純原被告各一
1400,單純原被告各一
1401,單純原被告各一
1402,單純原被告各一
1403,單純原被告各一
1404,單純原被告各一
1405,單純原被告各一
1406,單純原被告各一
1407,數名原告
1408,單純原被告各一
1409,單純原被告各一
1410,單純原被告各一
1411,單純原被告各一
1412,單純原被告各一
1413,單純原被告各一
1414,單純原被告各一
1415,單純原被告各一
1416,單純原被告各一
1417,單純原被告各一
1418,單純原被告各一
1419,單純原被告各一
1420,單純原被告各一
1421,單純原被告各一
1422,單純原被告各一
1423,單純原被告各一
1424,單純原被告各一
1425,單純原被告各一
1426,數名原告
1427,單純原被告各一
1428,單純原被告各一
1429,單純原被告各一
1430,單純原被告各一
1431,單純原被告各一
1432,單純原被告各一
1433,數名原告
1434,單純原被告各一
1435,單純原被告各一
1436,單純原被告各一
1437,單純原被告各一
1438,單純原被告各一
1439,數名原告
1440,單純原被告各一
1441,單純原被告各一
1442,數名原告
1443,單純原被告各一
1444,單純原被告各一
1445,單純原被告各一
1446,單純原被告各一
1447,單純原被告各一
1448,單純原被告各一
1449,單純原被告各一
1450,單純原被告各一
1451,單純原被告各一
1452,單純原被告各一
1453,單純原被告各一
1454,單純原被告各一
1455,單純原被告各一
1456,數名原告
1457,單純原被告各一
1458,數名原告
1459,單純原被告各一
1460,單純原被告各一
1461,單純原被告各一
1462,數名原告
1463,單純原被告各一
1464,單純原被告各一+§188僱用人案型
1465,單純原被告各一+§188僱用人案型
1466,單純原被告各一
1467,單純原被告各一
1468,單純原被告各一
1469,單純原被告各一
1470,單純原被告各一
1471,單純原被告各一
1472,單純原被告各一
1473,單純原被告各一
1474,單純原被告各一
1475,單純原被告各一
1476,單純原被告各一
1477,單純原被告各一
1478,單純原被告各一
1479,單純原被告各一
1480,單純原被告各一
1481,單純原被告各一
1482,數名原告
1483,單純原被告各一
1484,單純原被告各一
1485,單純原被告各一
1486,單純原被告各一
1487,單純原被告各一
1488,單純原被告各一
1489,單純原被告各一
1490,單純原被告各一
1491,單純原被告各一
1492,單純原被告各一
1493,單純原被告各一
1494,單純原被告各一+§188僱用人案型
1495,數名被告+§188僱用人案型
1496,單純原被告各一
1497,單純原被告各一
1498,單純原被告各一
1499,單純原被告各一
1500,數名被告+§187未成年案型
1501,單純原被告各一
1502,數名原告
1503,單純原被告各一
1504,數名被告
1505,單純原被告各一
1506,單純原被告各一
1507,單純原被告各一
1508,單純原被告各一
1509,單純原被告各一
1510,單純原被告各一
1511,單純原被告各一
1512,單純原被告各一
1513,單純原被告各一
1514,單純原被告各一
1515,數名被告+§188僱用人案型
1516,單純原被告各一
1517,數名原告
1518,數名原告+§190動物案型
1519,單純原被告各一
1520,單純原被告各一
1521,單純原被告各一
1522,單純原被告各一
1523,單純原被告各一
1524,單純原被告各一
1525,單純原被告各一
1526,單純原被告各一
1527,單純原被告各一
1528,單純原被告各一
1529,數名原告
1530,數名被告+§188僱用人案型
1531,單純原被告各一
1532,單純原被告各一
1533,單純原被告各一
1534,單純原被告各一
1535,單純原被告各一
1536,單純原被告各一
1537,單純原被告各一
1538,單純原被告各一
1539,單純原被告各一
1540,單純原被告各一
1541,單純原被告各一
1542,單純原被告各一
1543,單純原被告各一
1544,單純原被告各一
1545,單純原被告各一
1546,單純原被告各一
1547,數名原告
1548,單純原被告各一
1549,單純原被告各一
1550,數名原告
1551,單純原被告各一
1552,單純原被告各一
1553,單純原被告各一
1554,單純原被告各一
1555,單純原被告各一
1556,單純原被告各一
1557,單純原被告各一
1558,單純原被告各一
1559,單純原被告各一
1560,單純原被告各一
1561,單純原被告各一
1562,單純原被告各一
1563,數名原告
1564,單純原被告各一
1565,單純原被告各一
1566,單純原被告各一
1567,單純原被告各一+§188僱用人案型
1568,單純原被告各一
1569,單純原被告各一
1570,單純原被告各一
1571,原被告皆數名+§187未成年案型
1572,單純原被告各一
1573,單純原被告各一
1574,單純原被告各一
1575,數名原告
1576,單純原被告各一
1577,單純原被告各一
1578,單純原被告各一
1579,單純原被告各一
1580,單純原被告各一
1581,單純原被告各一
1582,單純原被告各一
1583,數名原告
1584,數名被告
1585,單純原被告各一
1586,單純原被告各一
1587,單純原被告各一
1588,單純原被告各一
1589,單純原被告各一
1590,單純原被告各一
1591,單純原被告各一
1592,單純原被告各一
1593,單純原被告各一
1594,單純原被告各一
1595,單純原被告各一
1596,單純原被告各一
1597,單純原被告各一
1598,數名原告
1599,單純原被告各一
1600,單純原被告各一
1601,單純原被告各一
1602,單純原被告各一
1603,單純原被告各一
1604,數名原告
1605,單純原被告各一
1606,單純原被告各一
1607,單純原被告各一
1608,單純原被告各一+§188僱用人案型
1609,單純原被告各一
1610,單純原被告各一
1611,單純原被告各一
1612,單純原被告各一
1613,單純原被告各一
1614,數名被告
1615,單純原被告各一
1616,單純原被告各一
1617,單純原被告各一
1618,單純原被告各一
1619,數名被告
1620,單純原被告各一
1621,單純原被告各一
1622,單純原被告各一
1623,數名原告
1624,單純原被告各一
1625,單純原被告各一
1626,單純原被告各一
1627,單純原被告各一
1628,數名被告+§188僱用人案型
1629,單純原被告各一
1630,單純原被告各一
1631,單純原被告各一
1632,單純原被告各一
1633,單純原被告各一
1634,單純原被告各一
1635,單純原被告各一
1636,單純原被告各一
1637,單純原被告各一
1638,單純原被告各一
1639,單純原被告各一
1640,數名原告
1641,單純原被告各一
1642,單純原被告各一
1643,單純原被告各一
1644,單純原被告各一
1645,單純原被告各一
1646,單純原被告各一
1647,單純原被告各一
1648,單純原被告各一
1649,單純原被告各一
1650,單純原被告各一
1651,單純原被告各一
1652,單純原被告各一
1653,單純原被告各一
1654,單純原被告各一
1655,單純原被告各一
1656,單純原被告各一
1657,數名原告
1658,單純原被告各一
1659,單純原被告各一
1660,單純原被告各一
1661,單純原被告各一
1662,單純原被告各一
1663,單純原被告各一
1664,單純原被告各一
1665,單純原被告各一
1666,單純原被告各一
1667,單純原被告各一
1668,單純原被告各一+§188僱用人案型
1669,數名原告
1670,數名原告
1671,單純原被告各一
1672,單純原被告各一
1673,數名被告+§188僱用人案型
1674,單純原被告各一
1675,單純原被告各一
1676,單純原被告各一
1677,單純原被告各一
1678,單純原被告各一
1679,單純原被告各一
1680,單純原被告各一
1681,單純原被告各一
1682,數名被告+§188僱用人案型
1683,單純原被告各一
1684,單純原被告各一
1685,數名被告
1686,單純原被告各一
1687,單純原被告各一
1688,單純原被告各一
1689,數名原告
1690,單純原被告各一
1691,單純原被告各一
1692,單純原被告各一
1693,單純原被告各一
1694,單純原被告各一
1695,單純原被告各一
1696,單純原被告各一
1697,單純原被告各一
1698,單純原被告各一
1699,單純原被告各一
1700,單純原被告各一
1701,數名被告
1702,單純原被告各一
1703,單純原被告各一
1704,單純原被告各一
1705,單純原被告各一+§188僱用人案型
1706,單純原被告各一
1707,單純原被告各一
1708,單純原被告各一
1709,單純原被告各一
1710,單純原被告各一
1711,單純原被告各一
1712,單純原被告各一
1713,單純原被告各一
1714,單純原被告各一
1715,單純原被告各一
1716,單純原被告各一
1717,數名原告
1718,單純原被告各一
1719,單純原被告各一
1720,單純原被告各一+§188僱用人案型
1721,單純原被告各一
1722,單純原被告各一
1723,單純原被告各一
1724,單純原被告各一
1725,單純原被告各一
1726,單純原被告各一
1727,單純原被告各一
1728,單純原被告各一
1729,數名被告
1730,單純原被告各一
1731,單純原被告各一
1732,數名被告+§188僱用人案型
1733,單純原被告各一
1734,單純原被告各一
1735,單純原被告各一
1736,單純原被告各一
1737,單純原被告各一
1738,單純原被告各一
1739,單純原被告各一
1740,單純原被告各一
1741,單純原被告各一
1742,單純原被告各一
1743,單純原被告各一
1744,單純原被告各一
1745,單純原被告各一
1746,單純原被告各一
1747,單純原被告各一
1748,單純原被告各一
1749,單純原被告各一
1750,單純原被告各一
1751,單純原被告各一
1752,單純原被告各一
1753,單純原被告各一
1754,單純原被告各一
1755,數名被告
1756,單純原被告各一
1757,單純原被告各一
1758,單純原被告各一+§190動物案型
1759,單純原被告各一
1760,單純原被告各一
1761,單純原被告各一
1762,單純原被告各一
1763,單純原被告各一
1764,單純原被告各一
1765,單純原被告各一
1766,單純原被告各一
1767,單純原被告各一
1768,數名原告
1769,單純原被告各一
1770,單純原被告各一
1771,單純原被告各一
1772,單純原被告各一
1773,單純原被告各一
1774,單純原被告各一
1775,單純原被告各一
1776,單純原被告各一
1777,單純原被告各一+§188僱用人案型
1778,單純原被告各一
1779,單純原被告各一
1780,單純原被告各一
1781,數名原告
1782,單純原被告各一
1783,單純原被告各一
1784,單純原被告各一
1785,單純原被告各一
1786,數名被告+§188僱用人案型
1787,單純原被告各一
1788,單純原被告各一
1789,數名被告+§188僱用人案型
1790,單純原被告各一
1791,數名原告
1792,單純原被告各一
1793,單純原被告各一
1794,單純原被告各一
1795,單純原被告各一
1796,單純原被告各一
1797,單純原被告各一
1798,單純原被告各一
1799,單純原被告各一
1800,單純原被告各一+§188僱用人案型
1801,單純原被告各一
1802,單純原被告各一
1803,單純原被告各一+§188僱用人案型
1804,數名原告
1805,單純原被告各一
1806,單純原被告各一
1807,數名原告
1808,單純原被告各一
1809,數名被告
1810,單純原被告各一
1811,單純原被告各一
1812,單純原被告各一
1813,單純原被告各一
1814,數名原告
1815,單純原被告各一
1816,數名被告+§188僱用人案型
1817,單純原被告各一
1818,單純原被告各一+§188僱用人案型
1819,單純原被告各一
1820,單純原被告各一
1821,單純原被告各一
1822,單純原被告各一
1823,單純原被告各一
1824,單純原被告各一
1825,單純原被告各一
1826,單純原被告各一
1827,數名原告
1828,單純原被告各一
1829,單純原被告各一
1830,單純原被告各一
1831,單純原被告各一
1832,單純原被告各一
1833,單純原被告各一
1834,單純原被告各一
1835,單純原被告各一
1836,單純原被告各一
1837,單純原被告各一
1838,單純原被告各一
1839,單純原被告各一
1840,單純原被告各一
1841,單純原被告各一
1842,單純原被告各一
1843,單純原被告各一
1844,單純原被告各一
1845,單純原被告各一
1846,數名原告
1847,單純原被告各一
1848,單純原被告各一
1849,單純原被告各一
1850,單純原被告各一
1851,數名原告
1852,單純原被告各一
1853,單純原被告各一
1854,單純原被告各一+§188僱用人案型
1855,單純原被告各一
1856,單純原被告各一+§188僱用人案型
1857,單純原被告各一
1858,單純原被告各一
1859,單純原被告各一
1860,原被告皆數名+§188僱用人案型
1861,單純原被告各一
1862,單純原被告各一
1863,單純原被告各一
1864,單純原被告各一
1865,單純原被告各一
1866,單純原被告各一
1867,單純原被告各一
1868,單純原被告各一
1869,數名原告+§188僱用人案型
1870,單純原被告各一
1871,數名原告
1872,單純原被告各一
1873,數名原告
1874,單純原被告各一
1875,單純原被告各一
1876,單純原被告各一
1877,單純原被告各一
1878,單純原被告各一
1879,單純原被告各一
1880,單純原被告各一
1881,單純原被告各一
1882,單純原被告各一
1883,單純原被告各一
1884,單純原被告各一
1885,單純原被告各一
1886,單純原被告各一
1887,原被告皆數名+§188僱用人案型
1888,單純原被告各一
1889,單純原被告各一
1890,數名被告+§188僱用人案型
1891,數名被告+§188僱用人案型
1892,單純原被告各一
1893,單純原被告各一
1894,單純原被告各一
1895,單純原被告各一+§188僱用人案型
1896,單純原被告各一
1897,單純原被告各一
1898,單純原被告各一
1899,單純原被告各一
1900,數名被告+§188僱用人案型
1901,單純原被告各一
1902,單純原被告各一
1903,單純原被告各一
1904,單純原被告各一
1905,單純原被告各一
1906,單純原被告各一
1907,單純原被告各一
1908,單純原被告各一
1909,單純原被告各一+§188僱用人案型
1910,數名被告
1911,單純原被告各一
1912,單純原被告各一
1913,單純原被告各一
1914,單純原被告各一
1915,單純原被告各一
1916,數名被告+§188僱用人案型
1917,單純原被告各一
1918,單純原被告各一
1919,數名被告
1920,數名原告
1921,單純原被告各一
1922,單純原被告各一
1923,單純原被告各一
1924,單純原被告各一
1925,數名原告
1926,單純原被告各一
1927,單純原被告各一
1928,單純原被告各一
1929,單純原被告各一
1930,單純原被告各一
1931,單純原被告各一
1932,單純原被告各一
1933,數名原告
1934,單純原被告各一
1935,單純原被告各一
1936,單純原被告各一
1937,單純原被告各一
1938,單純原被告各一
1939,單純原被告各一
1940,單純原被告各一
1941,單純原被告各一
1942,單純原被告各一
1943,單純原被告各一
1944,單純原被告各一
1945,單純原被告各一
1946,單純原被告各一
1947,單純原被告各一
1948,數名被告
1949,單純原被告各一
1950,單純原被告各一
1951,數名被告
1952,單純原被告各一
1953,單純原被告各一+§188僱用人案型
1954,數名被告
1955,單純原被告各一
1956,單純原被告各一
1957,單純原被告各一
1958,單純原被告各一
1959,單純原被告各一
1960,單純原被告各一
1961,數名原告+§187未成年案型
1962,單純原被告各一
1963,單純原被告各一
1964,單純原被告各一
1965,單純原被告各一
1966,單純原被告各一
1967,單純原被告各一+§187未成年案型
1968,單純原被告各一
1969,單純原被告各一
1970,單純原被告各一
1971,單純原被告各一
1972,單純原被告各一
1973,數名原告
1974,單純原被告各一
1975,單純原被告各一
1976,單純原被告各一
1977,單純原被告各一
1978,數名被告
1979,單純原被告各一
1980,單純原被告各一
1981,單純原被告各一
1982,單純原被告各一
1983,單純原被告各一
1984,單純原被告各一
1985,單純原被告各一
1986,單純原被告各一
1987,單純原被告各一
1988,單純原被告各一
1989,單純原被告各一
1990,單純原被告各一
1991,單純原被告各一
1992,單純原被告各一
1993,單純原被告各一
1994,單純原被告各一
1995,單純原被告各一
1996,單純原被告各一+§188僱用人案型
1997,單純原被告各一
1998,單純原被告各一
1999,單純原被告各一
2000,單純原被告各一
2001,數名被告
2002,單純原被告各一+§188僱用人案型
2003,單純原被告各一
2004,數名原告
2005,數名被告
2006,單純原被告各一
2007,單純原被告各一
2008,數名被告+§188僱用人案型
2009,單純原被告各一
2010,單純原被告各一
2011,單純原被告各一+§188僱用人案型
2012,單純原被告各一
2013,單純原被告各一
2014,單純原被告各一
2015,單純原被告各一
2016,單純原被告各一
2017,數名被告+§188僱用人案型
2018,單純原被告各一
2019,單純原被告各一
2020,單純原被告各一
2021,單純原被告各一
2022,單純原被告各一+§188僱用人案型
2023,單純原被告各一
2024,單純原被告各一
2025,數名原告
2026,單純原被告各一
2027,數名被告+§188僱用人案型
2028,單純原被告各一
2029,單純原被告各一
2030,單純原被告各一
2031,單純原被告各一
2032,數名被告+§188僱用人案型
2033,單純原被告各一
2034,單純原被告各一
2035,數名原告
2036,單純原被告各一
2037,單純原被告各一
2038,單純原被告各一
2039,單純原被告各一+§188僱用人案型
2040,單純原被告各一
2041,單純原被告各一+§188僱用人案型
